Status_checking_account,Duration_month,Credit_history,Purpose,Credit_amount,Savings_account/bonds,Present_emp_lenght,Installment_rate%,Gender,Guarantors,Present_res_lenght,Property,Age,Other_installment_plans,Housing,Number_Credit,Job,No_dependent,foreign_worker,Target,Martial_status
0,24,2,9,1258,1,7,4,1,0,1,0,25,0,1,1,1,1,1,0,1
0,12,0,3,717,1,8,4,1,0,4,0,52,0,1,3,1,1,1,0,1
0,6,4,0,1204,2,4,4,1,0,1,3,35,2,2,1,1,1,0,0,1
3,24,2,2,1925,1,4,2,1,0,2,0,26,0,1,1,1,1,1,0,1
0,18,2,3,433,1,0,3,0,1,4,0,22,0,2,1,1,1,1,1,3
1,6,0,0,666,4,7,3,0,0,4,0,39,0,1,2,2,1,1,0,3
3,12,2,2,2251,1,4,1,0,0,2,2,46,0,1,1,2,1,1,0,3
2,30,2,0,2150,1,4,4,0,2,2,3,24,2,1,1,1,1,1,1,3
0,24,1,2,4151,2,4,2,1,0,3,1,35,0,1,2,1,1,1,0,1
2,9,2,2,2030,0,7,2,1,0,1,2,24,0,1,1,1,1,1,0,1
2,60,1,3,7418,0,4,1,1,0,1,0,27,0,1,1,2,1,1,0,1
0,24,0,3,2684,1,4,4,1,0,2,0,35,0,1,2,2,1,1,0,1
1,12,3,3,2149,1,4,4,1,0,1,3,29,0,0,1,1,1,1,1,4
0,15,2,1,3812,2,1,1,0,0,4,2,23,0,1,1,1,1,1,0,3
0,11,0,3,1154,2,0,4,0,0,4,0,57,0,1,3,2,1,1,0,3
1,12,2,2,1657,1,4,2,1,0,2,0,27,0,1,1,1,1,1,0,1
1,24,2,3,1603,1,8,4,0,0,4,2,55,0,1,1,1,1,1,0,3
1,18,0,0,5302,1,8,2,1,0,4,3,36,0,0,3,0,1,1,0,1
0,12,0,6,2748,1,8,2,0,0,4,3,57,2,0,3,2,1,1,0,3
0,10,0,0,1231,1,8,3,1,0,4,0,32,0,1,2,2,2,0,0,1
2,15,2,3,802,1,8,4,1,0,3,2,37,0,1,1,1,2,1,1,1
0,36,0,9,6304,0,8,4,1,0,4,0,36,0,1,2,1,1,1,0,1
0,24,2,3,1533,1,1,4,0,0,3,2,38,1,1,1,1,1,1,0,3
1,14,2,0,8978,1,8,1,1,0,4,1,45,0,1,1,0,1,0,1,4
0,24,2,3,999,0,8,4,1,0,2,2,25,0,1,2,1,1,1,0,1
0,18,2,0,2662,0,7,4,1,0,3,1,32,0,1,1,1,1,0,0,1
0,12,0,2,1402,3,7,3,0,0,4,2,37,0,2,1,1,1,1,0,3
2,48,3,0,12169,0,0,4,1,1,4,3,36,0,0,1,0,1,1,0,1
2,48,2,3,3060,1,7,4,1,0,4,0,28,0,1,2,1,1,1,1,1
1,30,2,5,11998,1,1,1,1,0,1,3,34,0,1,1,2,1,1,1,4
0,9,2,3,2697,1,4,1,1,0,2,0,32,0,1,1,1,2,1,0,1
0,18,0,3,2404,1,4,2,0,0,2,2,26,0,1,2,1,1,1,0,3
1,12,2,2,1262,0,8,2,1,0,4,1,49,0,1,1,2,1,1,0,4
0,6,2,2,4611,1,1,1,0,0,4,1,32,0,1,1,1,1,1,1,3
0,24,2,3,1901,2,4,4,1,0,4,2,29,0,2,1,0,1,1,0,1
0,15,0,1,3368,4,8,3,1,0,4,3,23,0,2,2,1,1,1,0,1
0,12,2,2,1574,1,4,4,1,0,2,0,50,0,1,1,1,1,1,0,1
3,18,3,3,1445,0,7,4,1,0,4,2,49,2,1,1,2,1,1,0,1
0,15,0,2,1520,0,8,4,1,0,4,1,63,0,1,1,1,1,1,0,1
2,24,0,0,3878,2,1,4,1,0,2,2,37,0,1,1,1,1,1,0,4
1,47,2,0,10722,1,1,1,0,0,1,0,35,0,1,1,2,1,1,0,3
1,48,2,1,4788,1,7,4,1,0,3,1,26,0,1,1,1,2,1,0,1
2,48,1,10,7582,2,0,2,1,0,4,3,31,0,0,1,0,1,1,0,1
2,12,2,3,1092,1,4,4,0,2,4,0,49,0,1,2,1,1,1,0,3
1,24,1,3,1024,1,1,4,1,0,4,0,48,1,1,1,1,1,1,1,2
0,12,2,9,1076,1,4,2,1,0,2,0,26,0,1,1,1,1,0,0,2
2,36,2,1,9398,1,1,1,1,0,4,2,28,0,2,1,0,1,1,1,2
1,24,0,1,6419,1,8,2,0,0,4,3,44,0,0,2,0,2,1,0,3
3,42,0,1,4796,1,8,4,1,0,4,3,56,0,0,1,1,1,1,0,1
0,48,0,9,7629,0,8,4,1,0,2,2,46,2,1,2,0,2,1,0,4
2,48,2,2,9960,1,1,1,0,0,2,2,26,0,1,1,1,1,1,1,3
0,12,2,1,4675,0,1,1,0,0,4,2,20,0,2,1,1,1,1,0,3
0,10,2,0,1287,0,8,4,1,1,2,1,45,0,1,1,2,1,0,0,1
0,18,2,2,2515,1,4,3,1,0,4,0,43,0,1,1,1,1,1,0,1
2,21,0,2,2745,4,7,3,1,0,2,2,32,0,1,2,1,1,1,0,1
0,6,2,0,672,1,0,1,0,0,4,0,54,0,1,1,3,1,1,0,3
2,36,4,3,3804,1,4,4,0,0,1,2,42,0,1,1,1,1,1,1,3
3,24,0,0,1344,0,7,4,1,0,2,0,37,2,1,2,2,2,1,1,1
1,10,0,0,1038,1,7,4,1,1,3,1,49,0,1,2,1,1,1,0,1
0,48,0,0,10127,3,4,2,1,0,2,3,44,2,0,1,1,1,1,1,1
0,6,2,2,1543,4,4,4,1,0,2,0,33,0,1,1,1,1,1,0,4
0,30,2,1,4811,0,7,2,0,0,4,1,24,1,2,1,2,1,1,0,3
1,12,2,3,727,2,1,4,1,0,3,3,33,0,1,1,2,1,1,1,2
2,8,2,2,1237,1,4,3,0,0,4,0,24,0,1,1,1,1,1,1,3
2,9,2,0,276,1,4,4,1,0,4,0,22,0,2,1,2,1,1,0,2
2,48,2,10,5381,0,0,3,1,0,4,3,40,2,0,1,3,1,1,0,1
0,24,2,2,5511,2,4,4,1,0,1,2,25,1,1,1,1,1,1,0,1
3,24,2,2,3749,1,1,2,0,0,4,2,26,0,1,1,1,1,1,0,3
2,12,2,0,685,1,7,2,1,0,3,2,25,2,1,1,2,1,1,1,2
3,4,2,0,1494,0,1,1,1,0,2,0,29,0,1,1,2,2,0,0,1
1,36,3,2,2746,1,8,4,1,0,4,2,31,2,1,1,1,1,1,1,1
1,12,2,2,708,1,4,2,1,2,3,1,38,0,1,1,2,2,1,0,1
2,24,2,2,4351,0,4,1,0,0,4,1,48,0,1,1,2,1,1,0,3
0,12,0,6,701,1,4,4,1,0,2,2,32,0,1,2,1,1,1,0,1
1,15,1,2,3643,1,8,1,0,0,4,1,27,0,1,2,2,1,1,0,3
2,30,0,0,4249,1,0,4,1,0,2,2,28,0,1,2,0,1,1,1,2
1,24,2,3,1938,1,1,4,1,0,3,1,32,0,1,1,1,1,1,1,4
1,24,2,1,2910,1,7,2,1,0,1,3,34,0,0,1,0,1,1,0,1
1,18,2,2,2659,4,4,4,1,0,2,2,28,0,1,1,1,1,1,0,1
0,18,0,0,1028,1,4,4,0,0,3,0,36,0,1,2,1,1,1,0,3
1,8,0,0,3398,1,7,1,1,0,4,0,39,0,1,2,2,1,0,0,1
0,12,0,2,5801,0,8,2,1,0,4,1,49,0,2,1,1,1,1,0,1
0,24,2,0,1525,4,7,4,0,0,3,2,34,0,1,1,1,2,1,0,3
3,36,2,3,4473,1,8,4,1,0,2,2,31,0,1,1,1,1,1,0,1
2,6,2,3,1068,1,8,4,1,0,4,2,28,0,1,1,1,2,1,0,1
1,24,0,1,6615,1,0,2,1,0,4,3,75,0,0,2,0,1,1,0,1
0,18,0,6,1864,2,4,4,0,0,2,0,30,0,1,2,1,1,1,1,3
2,60,2,0,7408,2,1,4,0,0,2,1,24,0,1,1,0,1,1,1,3
0,48,0,1,11590,2,4,2,0,0,4,2,24,2,2,2,2,1,1,1,3
1,24,4,2,4110,1,8,3,1,0,4,3,23,2,2,2,1,2,1,1,1
1,6,0,2,3384,1,4,1,1,0,4,0,44,0,2,1,0,1,1,1,4
2,13,2,3,2101,1,1,2,0,2,4,1,23,0,1,1,2,1,1,0,3
1,15,2,4,1275,0,4,4,0,0,2,2,24,0,2,1,1,1,1,1,3
1,24,2,2,4169,1,4,4,1,0,4,1,28,0,1,1,1,1,1,0,1
2,10,2,2,1521,1,4,4,1,0,2,2,31,0,1,1,2,1,1,0,4
2,24,0,6,5743,1,1,2,0,0,4,3,24,0,0,2,1,1,1,0,3
1,21,2,2,3599,1,7,1,0,0,4,2,26,0,2,1,2,1,1,0,3
2,18,2,3,3213,3,1,1,1,0,3,0,25,0,2,1,1,1,1,0,2
2,18,2,9,4439,1,8,1,1,1,1,0,33,2,1,1,0,1,1,0,1
3,10,2,0,3949,1,1,1,1,2,1,1,37,0,1,1,2,2,1,0,1
0,15,0,3,1459,1,4,4,0,0,2,2,43,0,1,1,2,1,1,0,3
2,13,0,3,882,1,1,4,1,2,4,0,23,0,1,2,1,1,1,0,1
2,24,2,3,3758,3,0,1,0,0,4,3,23,0,2,1,3,1,1,0,3
0,6,1,9,1743,2,4,1,1,0,2,0,34,0,1,2,2,1,1,0,1
2,9,0,6,1136,4,8,4,1,0,3,3,32,0,0,2,1,2,1,1,1
0,9,2,4,1236,1,1,1,0,0,4,0,23,0,2,1,1,1,1,0,3
2,9,2,2,959,1,4,1,0,0,2,2,29,0,1,1,1,1,0,1,3
0,18,0,1,3229,0,0,2,1,0,4,3,38,0,1,1,0,1,1,0,1
1,12,4,3,6199,1,4,4,1,0,2,1,28,0,2,2,1,1,1,1,1
0,10,2,6,727,3,8,4,1,0,4,3,46,0,0,1,1,1,1,0,1
2,24,2,0,1246,1,1,4,1,0,2,0,23,1,1,1,2,1,1,1,1
0,12,0,3,2331,0,8,1,1,1,4,0,49,0,1,1,1,1,1,0,1
0,36,1,3,4463,1,4,4,1,0,2,2,26,0,1,2,0,1,1,1,1
0,12,2,3,776,1,4,4,1,0,2,0,28,0,1,1,1,1,1,0,2
1,30,2,2,2406,1,7,4,0,0,4,0,23,0,2,1,1,1,1,1,3
2,18,2,6,1239,0,4,4,1,0,4,3,61,0,0,1,1,1,1,0,1
3,12,2,3,3399,0,8,2,1,0,3,2,37,0,1,1,0,1,1,0,1
3,12,1,0,2247,1,4,2,0,0,2,2,36,1,1,2,1,1,1,0,3
0,6,2,2,1766,1,4,1,1,0,2,1,21,0,2,1,1,1,1,0,2
1,18,2,2,2473,1,0,4,1,0,1,2,25,0,1,1,3,1,1,1,1
0,12,2,9,1542,1,7,2,1,0,4,2,36,0,1,1,1,1,1,0,1
0,18,0,1,3850,1,7,3,1,0,1,2,27,0,1,2,1,1,1,0,1
1,18,2,2,3650,1,1,1,0,0,4,2,22,0,2,1,1,1,1,0,3
1,36,2,2,3446,1,8,4,1,0,2,2,42,0,1,1,1,2,1,1,1
2,18,2,2,3001,1,7,2,0,0,4,0,40,0,2,1,1,1,1,0,3
0,36,2,0,3079,0,4,4,1,0,4,0,36,0,1,1,1,1,1,0,1
0,18,0,3,6070,1,8,3,1,0,4,2,33,0,1,2,1,1,1,0,1
0,10,0,2,2146,1,1,1,0,0,3,0,23,0,2,2,1,1,1,0,3
0,60,0,0,13756,0,8,2,1,0,4,3,63,2,0,1,0,1,1,0,1
2,60,3,10,14782,2,8,3,0,0,4,3,60,2,0,2,0,1,1,1,3
1,48,3,9,7685,1,7,2,0,2,4,2,37,0,2,1,1,1,1,1,3
0,18,1,3,2320,1,0,2,1,0,3,0,34,0,1,2,1,1,1,0,2
0,7,1,3,846,0,8,3,1,0,4,3,36,0,0,1,1,1,1,0,1
2,36,2,0,14318,1,8,4,1,0,2,3,57,0,0,1,0,1,1,1,1
0,6,0,0,362,2,4,4,0,0,4,2,52,0,1,2,2,1,1,0,3
1,20,2,2,2212,0,7,4,1,0,4,2,39,0,1,1,1,1,1,0,1
2,18,2,1,12976,1,0,3,0,0,4,3,38,0,0,1,0,1,1,1,3
0,22,2,0,1283,0,7,4,0,0,4,1,25,0,2,1,1,1,1,0,3
3,12,2,0,1330,1,1,4,1,0,1,0,26,0,1,1,1,1,1,0,1
0,30,1,9,4272,2,4,2,1,0,2,1,26,0,1,2,2,1,1,0,1
0,18,0,3,2238,1,4,2,0,0,1,2,25,0,1,2,1,1,1,0,3
0,18,2,3,1126,0,1,4,0,0,2,0,21,0,2,1,1,1,1,0,3
2,18,0,2,7374,1,0,4,1,0,4,1,40,1,1,2,0,1,1,0,1
2,15,0,9,2326,3,4,2,1,0,4,2,27,2,1,1,1,1,1,0,1
0,9,2,9,1449,1,7,3,0,0,2,2,27,0,1,2,1,1,1,0,3
0,18,2,0,1820,1,4,2,1,0,2,1,30,0,1,1,0,1,1,0,2
2,12,2,2,983,4,1,1,0,0,4,0,19,0,2,1,2,1,1,0,3
1,36,2,0,3249,1,7,2,1,0,4,3,39,2,0,1,0,2,1,0,1
1,6,0,3,1957,1,7,1,0,0,4,2,31,0,1,1,1,1,1,0,3
0,9,0,2,2406,1,0,2,1,0,3,2,31,0,1,1,0,1,1,0,1
2,39,1,6,11760,2,7,2,1,0,3,3,32,0,2,1,1,1,1,0,1
1,12,2,2,2578,1,0,3,0,0,4,3,55,0,0,1,0,1,1,0,3
1,36,0,2,2348,1,4,3,1,0,2,1,46,0,1,2,1,1,1,0,2
2,12,2,0,1223,1,8,1,1,0,1,0,46,0,2,2,1,1,1,1,4
0,24,0,3,1516,4,4,4,0,0,1,0,43,0,1,2,2,1,1,0,3
0,18,2,3,1473,1,1,3,1,0,4,0,39,0,1,1,1,1,1,0,2
2,18,0,9,1887,0,4,4,1,0,4,0,28,2,1,2,1,1,1,0,2
0,24,1,9,8648,1,1,2,1,0,2,2,27,2,1,2,1,1,1,1,1
0,14,1,0,802,1,4,4,1,0,2,2,27,0,1,2,2,1,1,0,1
2,18,1,0,2899,0,8,4,1,0,4,2,43,0,1,1,1,2,1,0,1
2,24,2,3,2039,1,1,1,1,0,1,1,22,0,1,1,1,1,1,1,2
0,24,0,1,2197,0,7,4,1,0,4,2,43,0,1,2,1,2,1,0,1
1,15,2,3,1053,1,1,4,1,0,2,0,27,0,1,1,1,1,0,0,2
0,24,2,3,3235,3,8,3,1,0,2,2,26,0,1,1,0,1,1,0,4
3,12,0,0,939,3,7,4,1,0,2,0,28,0,1,3,1,1,1,1,2
2,24,2,3,1967,1,8,4,0,0,4,2,20,0,1,1,1,1,1,0,3
0,33,0,1,7253,1,7,3,1,0,2,2,35,0,1,2,0,1,1,0,1
0,12,0,9,2292,1,0,4,1,0,2,2,42,1,1,2,0,1,1,1,1
0,10,2,0,1597,3,4,3,1,0,2,3,40,0,2,1,2,2,0,0,1
1,24,2,0,1381,0,4,4,0,0,2,1,35,0,1,1,1,1,1,1,3
0,36,0,1,5842,1,8,2,1,0,2,1,35,0,1,2,1,2,1,0,1
1,12,2,0,2579,1,1,4,1,0,1,0,33,0,1,1,2,2,1,1,1
1,18,1,6,8471,0,4,1,0,0,2,2,23,0,2,2,1,1,1,0,3
0,21,2,0,2782,3,7,1,0,0,2,2,31,2,1,1,0,1,1,0,3
2,18,2,0,1042,0,4,4,0,0,2,1,33,0,1,1,1,1,1,1,3
0,15,2,0,3186,4,7,2,0,0,3,2,20,0,2,1,1,1,1,0,3
2,12,2,1,2028,0,4,4,1,0,2,2,30,0,1,1,1,1,1,0,1
2,12,0,0,958,1,7,2,1,0,3,0,47,0,1,2,2,2,1,0,1
0,21,1,2,1591,2,7,4,1,0,3,0,34,0,1,2,0,1,1,0,1
2,12,2,2,2762,0,8,1,0,0,2,1,25,2,1,1,1,1,1,1,3
2,18,2,1,2779,1,4,1,1,0,3,2,21,0,2,1,1,1,1,0,2
0,28,0,3,2743,1,8,4,1,0,2,2,29,0,1,2,1,1,1,0,1
0,18,0,3,1149,4,4,4,1,0,3,0,46,0,1,2,1,1,1,0,1
0,9,2,2,1313,1,8,1,1,0,4,2,20,0,1,1,1,1,1,0,1
1,18,0,5,1190,1,0,2,0,0,4,3,55,0,0,3,3,2,1,1,3
0,5,2,9,3448,1,7,1,1,0,4,0,74,0,1,1,2,1,1,0,1
2,24,2,10,11328,1,4,2,1,1,3,2,29,2,1,2,0,1,1,1,1
1,6,0,2,1872,1,0,4,1,0,4,3,36,0,0,3,0,1,1,0,1
0,24,0,5,2058,1,4,4,1,0,2,0,33,0,1,2,1,1,1,0,4
1,9,2,2,2136,1,4,3,1,0,2,0,25,0,1,1,1,1,1,0,1
2,12,2,3,1484,0,4,2,1,0,1,0,25,0,1,1,1,1,1,1,2
0,6,2,5,660,3,7,2,1,0,4,0,23,0,2,1,2,1,1,0,2
0,24,0,0,1287,4,8,4,0,0,4,0,37,0,1,2,1,1,1,0,3
1,42,0,5,3394,1,0,4,1,1,4,2,65,0,1,2,3,1,1,0,1
3,12,3,9,609,1,1,4,0,0,1,0,26,0,1,1,3,1,1,1,3
0,12,2,0,1884,1,8,4,1,0,4,2,39,0,1,1,0,1,1,0,1
1,12,2,2,1620,1,4,2,0,1,3,1,30,0,1,1,1,1,1,0,3
2,20,1,10,2629,1,4,2,1,0,3,2,29,2,1,2,1,1,1,0,1
0,12,2,6,719,1,8,4,1,0,4,2,41,2,1,1,2,2,1,1,1
2,48,0,2,5096,1,4,2,0,0,3,2,30,0,1,1,0,1,1,1,3
0,9,0,6,1244,0,8,4,0,0,4,1,41,0,2,2,2,1,1,0,3
1,36,2,0,1842,1,1,4,0,0,4,2,34,0,1,1,1,1,1,1,3
2,7,2,3,2576,1,4,2,1,2,2,0,35,0,1,1,1,1,1,0,1
3,12,2,2,1424,0,8,3,0,0,4,0,55,0,1,1,0,1,1,0,3
2,15,1,5,1512,4,4,3,1,0,3,1,61,1,1,2,1,1,1,1,2
0,36,0,1,11054,0,4,4,1,0,2,2,30,0,1,1,0,1,1,0,1
0,6,2,3,518,1,4,3,0,0,1,0,29,0,1,1,1,1,1,0,3
0,12,4,2,2759,1,8,2,1,0,4,1,34,0,1,2,1,1,1,0,1
0,24,2,1,2670,1,8,4,1,0,4,2,35,0,1,1,0,1,1,0,1
1,24,2,0,4817,1,7,2,1,1,3,1,31,0,1,1,1,1,1,1,1
0,24,2,1,2679,1,1,4,0,0,1,3,29,0,1,1,0,1,1,0,3
1,11,0,0,3905,1,4,2,1,0,2,0,36,0,2,2,1,2,1,0,1
1,12,2,1,3386,1,8,3,1,0,4,3,35,0,0,1,1,1,1,1,1
1,6,2,4,343,1,1,4,0,0,1,0,27,0,1,1,1,1,1,0,3
0,18,2,3,4594,1,1,3,1,0,2,2,32,0,1,1,1,1,1,0,1
1,36,2,2,3620,1,4,1,1,2,2,1,37,0,1,1,1,2,1,0,1
1,15,2,0,1721,1,1,2,1,0,3,0,36,0,1,1,1,1,1,0,1
2,12,2,2,3017,1,1,3,0,0,1,0,34,0,2,1,0,1,1,0,3
2,12,2,8,754,0,8,4,1,0,4,1,38,0,1,2,1,1,1,0,1
0,18,2,9,1950,1,7,4,1,0,1,2,34,1,1,2,1,1,1,0,1
1,24,2,1,2924,1,4,3,1,2,4,3,63,2,1,1,1,2,1,0,1
1,24,1,3,1659,1,1,4,0,0,2,2,29,0,2,1,2,1,1,1,3
0,48,1,3,7238,0,8,3,1,0,3,2,32,2,1,2,1,2,1,0,1
0,33,1,9,2764,1,4,2,0,0,2,2,26,0,1,2,1,1,1,0,3
0,24,1,1,4679,1,7,3,1,0,3,2,35,0,1,2,2,1,1,0,1
2,24,2,3,3092,2,1,3,1,0,2,2,22,0,2,1,1,1,1,1,2
1,6,2,6,448,1,1,4,0,0,4,1,23,0,1,1,1,1,1,1,3
1,9,2,0,654,1,4,4,1,0,3,2,28,0,1,1,2,1,1,1,1
0,6,2,8,1238,0,0,4,1,0,4,1,36,0,1,1,0,2,1,0,1
2,18,0,3,1245,1,4,4,1,0,2,2,33,0,1,1,1,1,1,1,2
1,18,4,2,3114,1,1,1,0,0,4,1,26,0,2,1,1,1,1,1,3
0,39,2,1,2569,3,4,4,1,0,4,2,24,0,1,1,1,1,1,0,1
3,24,2,3,5152,1,7,4,1,0,2,2,25,2,1,1,1,1,1,0,1
2,12,2,9,1037,2,7,3,1,0,4,0,39,0,1,1,2,1,1,0,1
1,15,0,2,1478,1,8,4,1,0,4,2,44,0,1,2,1,2,1,0,1
2,12,0,3,3573,1,4,1,0,0,1,0,23,0,1,1,2,1,1,0,3
2,24,2,0,1201,1,1,4,1,0,1,1,26,0,1,1,1,1,1,0,1
1,30,2,2,3622,4,8,4,0,0,4,1,57,0,2,2,1,1,1,0,3
0,15,1,2,960,4,7,3,0,0,2,1,30,0,1,2,1,1,1,0,3
0,12,0,0,1163,3,4,4,1,0,4,0,44,0,1,1,1,1,1,0,1
2,6,1,0,1209,1,0,4,1,0,4,1,47,0,1,1,0,1,1,1,1
0,12,2,3,3077,1,4,2,1,0,4,2,52,0,1,1,1,1,1,0,1
0,24,2,0,3757,1,8,4,0,1,4,3,62,0,0,1,1,1,1,0,3
0,10,2,0,1418,2,4,3,1,0,2,0,35,0,2,1,2,1,0,0,1
0,6,2,0,3518,1,4,2,1,2,3,1,26,0,2,1,1,1,1,0,1
0,12,0,3,1934,1,8,2,1,0,2,3,26,0,1,2,1,1,1,0,1
2,27,4,9,8318,1,8,2,0,0,4,3,42,0,0,2,0,1,1,1,3
0,6,0,3,1237,2,4,1,0,0,1,1,27,0,1,2,1,1,1,0,3
2,6,2,3,368,0,8,4,1,0,4,1,38,0,1,1,1,1,1,0,1
1,12,0,0,2122,1,4,3,1,0,2,0,39,0,2,2,2,2,0,0,1
1,24,2,2,2996,0,4,2,1,0,4,2,20,0,1,1,1,1,1,1,2
